image,set
ISIC_0058453,train
ISIC_0027241,train
ISIC_0055472,train
ISIC_0027485,train
ISIC_0031190,train
ISIC_0069193,train
ISIC_0014599_downsampled,train
ISIC_0033230,train
ISIC_0034238,train
ISIC_0069206,train
ISIC_0000300,train
ISIC_0059989,train
ISIC_0026585,train
ISIC_0057880,train
ISIC_0014790_downsampled,train
ISIC_0029005,train
ISIC_0064162,train
ISIC_0065082,train
ISIC_0028813,train
ISIC_0063006,train
ISIC_0059019,train
ISIC_0033043,train
ISIC_0068460,train
ISIC_0033790,train
ISIC_0027254,train
ISIC_0013635_downsampled,train
ISIC_0060800,train
ISIC_0033725,train
ISIC_0061261,train
ISIC_0014650_downsampled,train
ISIC_0014968_downsampled,train
ISIC_0063607,train
ISIC_0069403,train
ISIC_0072581,train
ISIC_0071468,train
ISIC_0053779,train
ISIC_0027483,train
ISIC_0064159,train
ISIC_0069581,train
ISIC_0027669,train
ISIC_0059684,train
ISIC_0033256,train
ISIC_0062737,train
ISIC_0072792,train
ISIC_0055600,train
ISIC_0032361,train
ISIC_0033068,train
ISIC_0034162,train
ISIC_0072088,train
ISIC_0028466,train
ISIC_0060679,train
ISIC_0025383,train
ISIC_0024974,train
ISIC_0069228,train
ISIC_0031984,train
ISIC_0059420,train
ISIC_0024633,train
ISIC_0014601_downsampled,train
ISIC_0000367,train
ISIC_0026212,train
ISIC_0072002,train
ISIC_0057334,train
ISIC_0025224,train
ISIC_0028963,train
ISIC_0033831,train
ISIC_0024736,train
ISIC_0060491,train
ISIC_0034194,train
ISIC_0031466,train
ISIC_0009875,train
ISIC_0028765,train
ISIC_0030246,train
ISIC_0013801_downsampled,train
ISIC_0030957,train
ISIC_0026491,train
ISIC_0029940,train
ISIC_0063673,train
ISIC_0053739,train
ISIC_0013971_downsampled,train
ISIC_0069215,train
ISIC_0030453,train
ISIC_0055081,train
ISIC_0058745,train
ISIC_0024688,train
ISIC_0053762,train
ISIC_0061381,train
ISIC_0054142,train
ISIC_0069822,train
ISIC_0056039,train
ISIC_0000379_downsampled,train
ISIC_0060646,train
ISIC_0025231,train
ISIC_0027662,train
ISIC_0053970,train
ISIC_0034050,train
ISIC_0029936,train
ISIC_0031847,train
ISIC_0068602,train
ISIC_0031356,train
ISIC_0059451,train
ISIC_0028062,train
ISIC_0069410,train
ISIC_0032016,train
ISIC_0012945_downsampled,train
ISIC_0028805,train
ISIC_0072114,train
ISIC_0024766,train
ISIC_0071296,train
ISIC_0064784,train
ISIC_0004346_downsampled,train
ISIC_0024939,train
ISIC_0025374,train
ISIC_0055189,train
ISIC_0033316,train
ISIC_0025082,train
ISIC_0063047,train
ISIC_0062246,train
ISIC_0026856,train
ISIC_0057785,train
ISIC_0057610,train
ISIC_0062142,train
ISIC_0057387,train
ISIC_0028932,train
ISIC_0063534,train
ISIC_0031726,train
ISIC_0067276,train
ISIC_0029678,train
ISIC_0034166,train
ISIC_0026998,train
ISIC_0033289,train
ISIC_0068413,train
ISIC_0065083,train
ISIC_0071850,train
ISIC_0031654,train
ISIC_0014149_downsampled,train
ISIC_0011162,train
ISIC_0059993,train
ISIC_0054432,train
ISIC_0072938,train
ISIC_0070800,train
ISIC_0068626,train
ISIC_0028936,train
ISIC_0069831,train
ISIC_0066828,train
ISIC_0056303,train
ISIC_0067067,train
ISIC_0057095,train
ISIC_0000147_downsampled,train
ISIC_0060868,train
ISIC_0062799,train
ISIC_0071001,train
ISIC_0061580,train
ISIC_0010850,train
ISIC_0058339,train
ISIC_0013841_downsampled,train
ISIC_0068266,train
ISIC_0055381,train
ISIC_0066908,train
ISIC_0027107,train
ISIC_0054716,train
ISIC_0068968,train
ISIC_0026789,train
ISIC_0027966,train
ISIC_0056180,train
ISIC_0054497,train
ISIC_0059183,train
ISIC_0057940,train
ISIC_0025126,train
ISIC_0013599_downsampled,train
ISIC_0024958,train
ISIC_0066215,train
ISIC_0069774,train
ISIC_0014740_downsampled,train
ISIC_0065794,train
ISIC_0031241,train
ISIC_0059246,train
ISIC_0032644,train
ISIC_0072595,train
ISIC_0015485_downsampled,train
ISIC_0011126,train
ISIC_0071415,train
ISIC_0026987,train
ISIC_0029578,train
ISIC_0058840,train
ISIC_0027597,train
ISIC_0069391,train
ISIC_0063262,train
ISIC_0028920,train
ISIC_0059427,train
ISIC_0025641,train
ISIC_0027255,train
ISIC_0059987,train
ISIC_0070329,train
ISIC_0071724,train
ISIC_0024458,train
ISIC_0061158,train
ISIC_0024581,train
ISIC_0026389,train
ISIC_0058494,train
ISIC_0027386,train
ISIC_0069530,train
ISIC_0057165,train
ISIC_0055296,train
ISIC_0030093,train
ISIC_0068566,train
ISIC_0061921,train
ISIC_0057160,train
ISIC_0015156_downsampled,train
ISIC_0033167,train
ISIC_0059232,train
ISIC_0069261,train
ISIC_0027890,train
ISIC_0066924,train
ISIC_0029267,train
ISIC_0025257,train
ISIC_0015955_downsampled,train
ISIC_0066096,train
ISIC_0065192,train
ISIC_0055623,train
ISIC_0024457,train
ISIC_0032665,train
ISIC_0033451,train
ISIC_0033225,train
ISIC_0067495,train
ISIC_0033755,train
ISIC_0033499,train
ISIC_0032382,train
ISIC_0026756,train
ISIC_0032704,train
ISIC_0065795,train
ISIC_0030725,train
ISIC_0013639_downsampled,train
ISIC_0031178,train
ISIC_0065038,train
ISIC_0059882,train
ISIC_0058293,train
ISIC_0032598,train
ISIC_0054919,train
ISIC_0010222,train
ISIC_0061346,train
ISIC_0060285,train
ISIC_0033359,train
ISIC_0068250,train
ISIC_0029274,train
ISIC_0027324,train
ISIC_0056882,train
ISIC_0030279,train
ISIC_0029933,train
ISIC_0057026,train
ISIC_0028073,train
ISIC_0026732,train
ISIC_0058169,train
ISIC_0059062,train
ISIC_0014522_downsampled,train
ISIC_0063909,train
ISIC_0069744,train
ISIC_0055303,train
ISIC_0055086,train
ISIC_0028415,train
ISIC_0071550,train
ISIC_0031749,train
ISIC_0009879,train
ISIC_0054056,train
ISIC_0060111,train
ISIC_0053754,train
ISIC_0069603,train
ISIC_0053719,train
ISIC_0033895,train
ISIC_0066633,train
ISIC_0071560,train
ISIC_0072397,train
ISIC_0025372,train
ISIC_0032784,train
ISIC_0070509,train
ISIC_0031752,train
ISIC_0064826,train
ISIC_0073170,train
ISIC_0033194,train
ISIC_0062501,train
ISIC_0070484,train
ISIC_0032037,train
ISIC_0024504,train
ISIC_0067410,train
ISIC_0028561,train
ISIC_0060314,train
ISIC_0066469,train
ISIC_0027469,train
ISIC_0054288,train
ISIC_0058662,train
ISIC_0028238,train
ISIC_0011330,train
ISIC_0069067,train
ISIC_0032175,train
ISIC_0062137,train
ISIC_0030137,train
ISIC_0071174,train
ISIC_0029246,train
ISIC_0014769_downsampled,train
ISIC_0054745,train
ISIC_0027147,train
ISIC_0024406,train
ISIC_0063026,train
ISIC_0030640,train
ISIC_0065251,train
ISIC_0068762,train
ISIC_0015232_downsampled,train
ISIC_0028067,train
ISIC_0071873,train
ISIC_0067249,train
ISIC_0024983,train
ISIC_0009938,train
ISIC_0025487,train
ISIC_0062241,train
ISIC_0072439,train
ISIC_0029225,train
ISIC_0064239,train
ISIC_0026252,train
ISIC_0031305,train
ISIC_0070209,train
ISIC_0058735,train
ISIC_0062699,train
ISIC_0034196,train
ISIC_0057925,train
ISIC_0028420,train
ISIC_0061603,train
ISIC_0024743,train
ISIC_0032132,train
ISIC_0034109,train
ISIC_0066742,train
ISIC_0029181,train
ISIC_0026136,train
ISIC_0056185,train
ISIC_0066248,train
ISIC_0068906,train
ISIC_0072152,train
ISIC_0057755,train
ISIC_0028284,train
ISIC_0000395_downsampled,train
ISIC_0032383,train
ISIC_0000344,train
ISIC_0014093_downsampled,train
ISIC_0060244,train
ISIC_0072434,train
ISIC_0010088,train
ISIC_0024793,train
ISIC_0013395_downsampled,train
ISIC_0055728,train
ISIC_0011352,train
ISIC_0024955,train
ISIC_0029505,train
ISIC_0054770,train
ISIC_0033128,train
ISIC_0028333,train
ISIC_0030917,train
ISIC_0010053,train
ISIC_0053528,train
ISIC_0014409_downsampled,train
ISIC_0030629,train
ISIC_0033023,train
ISIC_0026676,train
ISIC_0026278,train
ISIC_0028351,train
ISIC_0015991_downsampled,train
ISIC_0034105,train
ISIC_0056918,train
ISIC_0033810,train
ISIC_0067999,train
ISIC_0032668,train
ISIC_0024809,train
ISIC_0034018,train
ISIC_0054692,train
ISIC_0013120_downsampled,train
ISIC_0025426,train
ISIC_0027455,train
ISIC_0061502,train
ISIC_0027188,train
ISIC_0055893,train
ISIC_0000041_downsampled,train
ISIC_0053637,train
ISIC_0012374_downsampled,train
ISIC_0072245,train
ISIC_0026470,train
ISIC_0061181,train
ISIC_0030007,train
ISIC_0026992,test
ISIC_0030379,test
ISIC_0024375,test
ISIC_0065310,test
ISIC_0067186,test
ISIC_0000368,test
ISIC_0010264,test
ISIC_0015176_downsampled,test
ISIC_0034159,test
ISIC_0032001,test
ISIC_0032814,test
ISIC_0026425,test
ISIC_0010498,test
ISIC_0059552,test
ISIC_0009895,test
ISIC_0001118_downsampled,test
ISIC_0071662,test
ISIC_0065629,test
ISIC_0063116,test
ISIC_0028208,test
ISIC_0067723,test
ISIC_0065469,test
ISIC_0028374,test
ISIC_0033817,test
ISIC_0013867_downsampled,test
ISIC_0027132,test
ISIC_0030196,test
ISIC_0010177,test
ISIC_0058056,test
ISIC_0060188,test
ISIC_0030582,test
ISIC_0010457,test
ISIC_0058187,test
ISIC_0062044,test
ISIC_0028869,test
ISIC_0072269,test
ISIC_0053492,test
ISIC_0069547,test
ISIC_0013355_downsampled,test
ISIC_0013816_downsampled,test
ISIC_0070744,test
ISIC_0032555,test
ISIC_0026450,test
ISIC_0057836,test
ISIC_0034217,test
ISIC_0012785_downsampled,test
ISIC_0057924,test
ISIC_0028234,test
ISIC_0064688,test
ISIC_0054406,test
ISIC_0025739,test
ISIC_0056210,test
ISIC_0058080,test
ISIC_0029287,test
ISIC_0032926,test
ISIC_0027114,test
ISIC_0067418,test
ISIC_0072250,test
ISIC_0028196,test
ISIC_0065697,test
ISIC_0072433,test
ISIC_0071056,test
ISIC_0013807_downsampled,test
ISIC_0056364,test
ISIC_0027519,test
ISIC_0064115,test
ISIC_0028442,test
ISIC_0026239,test
ISIC_0013690_downsampled,test
ISIC_0063669,test
ISIC_0065099,test
ISIC_0013146_downsampled,test
ISIC_0029230,test
ISIC_0062752,test
ISIC_0034099,test
ISIC_0031126,test
ISIC_0060376,test
ISIC_0033634,test
ISIC_0033913,test
ISIC_0033098,test
ISIC_0025655,test
ISIC_0010335,test
ISIC_0027421,test
ISIC_0060471,test
ISIC_0030474,test
ISIC_0029503,test
ISIC_0000242,test
ISIC_0067972,test
ISIC_0027425,test
ISIC_0015974_downsampled,test
ISIC_0059248,test
ISIC_0057039,test
ISIC_0030432,test
ISIC_0055796,test
ISIC_0054777,test
ISIC_0000489,test
ISIC_0033352,test
ISIC_0030207,test
ISIC_0028789,test
ISIC_0058101,test
ISIC_0058523,test
ISIC_0069133,test
ISIC_0053862,test
ISIC_0032479,test
ISIC_0012151_downsampled,test
ISIC_0059973,test
ISIC_0033686,test
ISIC_0026564,test
ISIC_0014474_downsampled,test
ISIC_0033336,test
ISIC_0015445_downsampled,test
ISIC_0060243,test
ISIC_0058600,test
ISIC_0026115,test
ISIC_0027229,test
ISIC_0032590,test
ISIC_0063896,test
ISIC_0025431,test
ISIC_0010332,test
ISIC_0055462,test
ISIC_0026393,test
ISIC_0010204,test
ISIC_0029574,test
ISIC_0033434,test
ISIC_0029910,test
ISIC_0030219,test
ISIC_0069383,test
ISIC_0026029,test
ISIC_0063344,test
ISIC_0056993,test
ISIC_0072296,test
ISIC_0025194,test
ISIC_0034308,test
ISIC_0027130,test
ISIC_0055862,test
ISIC_0054062,test
ISIC_0030707,test
ISIC_0024935,test
ISIC_0064095,test
ISIC_0013037_downsampled,test
ISIC_0031697,test
ISIC_0056738,test
ISIC_0067305,test
ISIC_0034007,test
ISIC_0031802,test
ISIC_0056827,test
ISIC_0059421,test
ISIC_0025723,test
ISIC_0055295,test
ISIC_0015129_downsampled,test
ISIC_0034005,test
ISIC_0031822,test
ISIC_0025567,test
ISIC_0029263,test
ISIC_0032152,test
ISIC_0072814,test
ISIC_0029196,test
ISIC_0028785,test
ISIC_0058927,test
ISIC_0026573,test
ISIC_0064452,test
ISIC_0026691,test
ISIC_0056374,test
ISIC_0060839,test
ISIC_0070074,test
ISIC_0026198,test
ISIC_0030594,test
ISIC_0062458,test
ISIC_0025319,test
ISIC_0058496,test
ISIC_0030101,test
ISIC_0032174,test
ISIC_0014083_downsampled,test
ISIC_0030448,test
ISIC_0060033,test
ISIC_0060600,test
ISIC_0059845,test
ISIC_0030924,test
ISIC_0025480,test
ISIC_0068245,test
ISIC_0029570,test
ISIC_0034272,test
ISIC_0029917,test
ISIC_0065148,test
ISIC_0072851,test
ISIC_0071890,test
ISIC_0026771,test
ISIC_0024579,test
ISIC_0025649,test
ISIC_0028904,test
ISIC_0054110,test
ISIC_0070809,test
ISIC_0066926,test
ISIC_0029788,test
ISIC_0069839,test
ISIC_0026375,test
ISIC_0070463,test
ISIC_0061896,test
ISIC_0055010,test
ISIC_0066864,test
ISIC_0066337,test
ISIC_0071437,test
ISIC_0069010,test
ISIC_0028947,test
ISIC_0070710,test
ISIC_0061531,test
ISIC_0072941,test
ISIC_0066259,test
ISIC_0056673,test
ISIC_0029859,test
ISIC_0062386,test
ISIC_0071671,test
ISIC_0028341,test
ISIC_0071858,test
ISIC_0061437,test
ISIC_0029160,test
ISIC_0026333,test
ISIC_0070993,test
ISIC_0062844,test
ISIC_0030495,test
ISIC_0028009,test
ISIC_0065219,test
ISIC_0068922,test
ISIC_0060435,test
ISIC_0025645,test
ISIC_0028482,test
ISIC_0062929,test
ISIC_0063745,test
ISIC_0070123,test
ISIC_0029739,test
ISIC_0010588,test
ISIC_0029137,test
ISIC_0013215_downsampled,test
ISIC_0028600,test
ISIC_0032527,test
ISIC_0014825_downsampled,test
ISIC_0034133,test
ISIC_0053953,test
ISIC_0032919,test
ISIC_0063512,test
ISIC_0061530,test
ISIC_0057661,test
ISIC_0058602,test
ISIC_0068092,test
ISIC_0056878,test
ISIC_0030251,test
ISIC_0026703,test
ISIC_0026587,test
ISIC_0027133,test
ISIC_0025124,test
ISIC_0062666,test
ISIC_0056177,test
ISIC_0010070,test
ISIC_0060506,test
ISIC_0015627_downsampled,test
ISIC_0056309,test
ISIC_0056190,test
ISIC_0029152,test
ISIC_0009888,test
ISIC_0065075,test
ISIC_0000048_downsampled,test
ISIC_0029616,test
ISIC_0065280,test
ISIC_0026512,test
ISIC_0027013,test
ISIC_0060356,test
ISIC_0012375_downsampled,test
ISIC_0060864,test
ISIC_0032687,test
ISIC_0070317,test
ISIC_0000527,test
ISIC_0013136_downsampled,test
ISIC_0067171,test
ISIC_0056313,test
ISIC_0002251_downsampled,test
ISIC_0010590,test
ISIC_0027947,test
ISIC_0031985,test
ISIC_0070403,test
ISIC_0027028,test
ISIC_0028061,test
ISIC_0072161,test
ISIC_0065281,test
ISIC_0032790,test
ISIC_0012254_downsampled,test
ISIC_0061913,test
ISIC_0030411,test
ISIC_0030792,test
ISIC_0031388,test
ISIC_0028919,test
ISIC_0055914,test
ISIC_0060271,test
ISIC_0024761,test
ISIC_0029154,test
ISIC_0057315,test
ISIC_0031791,test
ISIC_0014457_downsampled,test
ISIC_0063944,test
ISIC_0053947,test
ISIC_0067088,test
ISIC_0024968,test
ISIC_0068763,test
ISIC_0027778,test
ISIC_0062956,test
ISIC_0031710,test
ISIC_0033125,test
ISIC_0024399,test
ISIC_0059140,test
ISIC_0025980,test
ISIC_0024410,test
ISIC_0057834,test
ISIC_0033149,test
ISIC_0064687,test
ISIC_0067071,test
ISIC_0012333_downsampled,test
ISIC_0034138,test
ISIC_0066970,test
ISIC_0033869,test
ISIC_0014766_downsampled,test
ISIC_0068964,test
ISIC_0026850,test
ISIC_0026730,test
ISIC_0026913,test
ISIC_0061378,test
ISIC_0014004_downsampled,test
ISIC_0026230,test
ISIC_0033819,test
ISIC_0031888,test
ISIC_0028669,test
ISIC_0066544,test
ISIC_0028503,test
ISIC_0070127,test
ISIC_0031700,test
ISIC_0057135,test
ISIC_0069570,test
ISIC_0065548,test
ISIC_0013223_downsampled,test
ISIC_0066087,test
ISIC_0024618,test
ISIC_0034025,test
ISIC_0033442,test
ISIC_0064091,test
ISIC_0031671,test
ISIC_0034260,test
ISIC_0063467,test
ISIC_0027703,test
ISIC_0055311,test
ISIC_0027834,test
ISIC_0032004,test
ISIC_0059349,test
ISIC_0027154,test
ISIC_0030951,test
ISIC_0068875,test
ISIC_0028129,test
ISIC_0054179,test
ISIC_0061595,test
ISIC_0026329,test
ISIC_0027056,test
ISIC_0030423,test
ISIC_0026395,test
ISIC_0031107,test
ISIC_0010043,test
ISIC_0054672,test
ISIC_0027538,test
ISIC_0068420,test
ISIC_0062488,test
ISIC_0033145,test
ISIC_0032381,test
ISIC_0069635,test
ISIC_0012415_downsampled,test
ISIC_0059741,test
ISIC_0000019_downsampled,test
ISIC_0062984,test
ISIC_0057700,test
ISIC_0024480,test
ISIC_0026620,test
ISIC_0065748,test
ISIC_0056422,test
ISIC_0030088,test
ISIC_0000017_downsampled,test
ISIC_0033089,test
ISIC_0056745,test
ISIC_0065136,test
ISIC_0033747,test
ISIC_0027065,test
ISIC_0030877,test
ISIC_0073028,test
ISIC_0071884,test
ISIC_0031912,test
ISIC_0058530,test
ISIC_0068284,test
ISIC_0065376,test
ISIC_0010234,test
ISIC_0061076,test
ISIC_0063872,test
ISIC_0014714_downsampled,test
ISIC_0067626,test
ISIC_0067175,test
ISIC_0061359,test
ISIC_0000279,test
ISIC_0024376,test
ISIC_0027482,test
ISIC_0032358,test
ISIC_0058764,test
ISIC_0033312,test
ISIC_0055894,test
ISIC_0000195_downsampled,test
ISIC_0013499_downsampled,test
ISIC_0025559,test
ISIC_0063967,test
ISIC_0061205,test
ISIC_0032462,test
ISIC_0060355,test
ISIC_0066814,test
ISIC_0000458,test
ISIC_0000427_downsampled,test
ISIC_0010466,test
ISIC_0057918,test
ISIC_0027668,test
ISIC_0056565,test
ISIC_0030009,test
ISIC_0061950,test
ISIC_0067300,test
ISIC_0063794,test
ISIC_0028247,test
ISIC_0025705,test
ISIC_0058288,test
ISIC_0061685,test
ISIC_0014037_downsampled,test
ISIC_0072524,test
ISIC_0062498,test
ISIC_0066153,test
ISIC_0063342,test
ISIC_0031350,test
ISIC_0059092,test
ISIC_0014076_downsampled,test
ISIC_0058251,test
ISIC_0056273,test
ISIC_0012970_downsampled,test
ISIC_0065784,test
ISIC_0014593_downsampled,test
ISIC_0071891,test
ISIC_0060550,test
ISIC_0014795_downsampled,test
ISIC_0016063_downsampled,test
ISIC_0059352,test
ISIC_0063166,test
ISIC_0061183,test
ISIC_0072061,test
ISIC_0033056,test
ISIC_0063128,test
ISIC_0057261,test
ISIC_0028792,test
ISIC_0067320,test
ISIC_0064445,test
ISIC_0029559,test
ISIC_0070034,test
ISIC_0032929,test
ISIC_0030922,test
ISIC_0059813,test
ISIC_0029769,test
ISIC_0025146,test
ISIC_0028492,test
ISIC_0031758,test
ISIC_0030328,test
ISIC_0054898,test
ISIC_0070306,test
ISIC_0029140,test
ISIC_0072004,test
ISIC_0070412,test
ISIC_0060078,test
ISIC_0000397_downsampled,test
ISIC_0063301,test
ISIC_0060008,test
ISIC_0055961,test
ISIC_0025291,test
ISIC_0070940,test
ISIC_0053987,test
ISIC_0060028,test
ISIC_0011163,test
ISIC_0060614,test
ISIC_0032179,test
ISIC_0028703,test
ISIC_0061520,test
ISIC_0029302,test
ISIC_0063655,test
ISIC_0058364,test
ISIC_0059912,test
ISIC_0062810,test
ISIC_0028126,test
ISIC_0032855,test
ISIC_0000315,test
ISIC_0028236,test
ISIC_0071540,test
ISIC_0069462,test
ISIC_0028786,test
ISIC_0032751,test
ISIC_0026289,test
ISIC_0014642_downsampled,test
ISIC_0031086,test
ISIC_0029445,test
ISIC_0070116,test
ISIC_0072848,test
ISIC_0031354,test
ISIC_0014515_downsampled,test
ISIC_0058242,test
ISIC_0033568,test
ISIC_0024830,test
ISIC_0057406,test
ISIC_0066218,test
ISIC_0065671,test
ISIC_0033709,test
ISIC_0058067,test
ISIC_0056638,test
ISIC_0054295,test
ISIC_0071674,test
ISIC_0059275,test
ISIC_0070285,test
ISIC_0026287,test
ISIC_0031041,test
ISIC_0060297,test
ISIC_0025517,test
ISIC_0012756_downsampled,test
ISIC_0064403,test
ISIC_0053533,test
ISIC_0030611,test
ISIC_0062906,test
ISIC_0060001,test
ISIC_0058285,test
ISIC_0012537_downsampled,test
ISIC_0024878,test
ISIC_0068063,test
ISIC_0029792,test
ISIC_0034310,test
ISIC_0062718,test
ISIC_0028891,test
ISIC_0029497,test
ISIC_0071171,test
ISIC_0068703,test
ISIC_0033304,test
ISIC_0058153,test
ISIC_0058784,test
ISIC_0070859,test
ISIC_0034270,test
ISIC_0065720,test
ISIC_0025848,test
ISIC_0067603,test
ISIC_0068776,test
ISIC_0066405,test
ISIC_0066868,test
ISIC_0026158,test
ISIC_0053668,test
ISIC_0012214_downsampled,test
ISIC_0068458,test
ISIC_0031573,test
ISIC_0033370,test
ISIC_0024703,test
ISIC_0061078,test
ISIC_0030573,test
ISIC_0063135,test
ISIC_0031500,test
ISIC_0072998,test
ISIC_0070190,test
ISIC_0054892,test
ISIC_0054128,test
ISIC_0028486,test
ISIC_0026641,test
ISIC_0031183,test
ISIC_0030461,test
ISIC_0064110,test
ISIC_0033178,test
ISIC_0064546,test
ISIC_0068949,test
ISIC_0032512,test
ISIC_0032508,test
ISIC_0027941,test
ISIC_0032239,test
ISIC_0027213,test
ISIC_0010019,test
ISIC_0026637,test
ISIC_0026471,test
ISIC_0072342,test
ISIC_0032951,test
ISIC_0012261_downsampled,test
ISIC_0070243,test
ISIC_0055665,test
ISIC_0066255,test
ISIC_0029951,test
ISIC_0056156,test
ISIC_0066270,test
ISIC_0073142,test
ISIC_0055119,test
ISIC_0013080_downsampled,test
ISIC_0027212,test
ISIC_0032360,test
ISIC_0069487,test
ISIC_0032140,test
ISIC_0025976,test
ISIC_0056775,test
ISIC_0059601,test
ISIC_0027464,test
ISIC_0031993,test
ISIC_0033025,test
ISIC_0066565,test
ISIC_0054819,test
ISIC_0055122,test
ISIC_0067364,test
ISIC_0072520,test
ISIC_0053836,test
ISIC_0010380,test
ISIC_0031060,test
ISIC_0053889,test
ISIC_0024329,test
ISIC_0034172,test
ISIC_0057996,test
ISIC_0014729_downsampled,test
ISIC_0014611_downsampled,test
ISIC_0033217,test
ISIC_0058534,test
ISIC_0070133,test
ISIC_0057347,test
ISIC_0014814_downsampled,test
ISIC_0056278,test
ISIC_0056556,test
ISIC_0062802,test
ISIC_0032471,test
ISIC_0031748,test
ISIC_0061708,test
ISIC_0028761,test
ISIC_0055772,test
ISIC_0053736,test
ISIC_0058959,test
ISIC_0070246,test
ISIC_0072495,test
ISIC_0067755,test
ISIC_0071753,test
ISIC_0030414,test
ISIC_0031958,test
ISIC_0063488,test
ISIC_0071950,test
ISIC_0025098,test
ISIC_0065089,test
ISIC_0014948_downsampled,test
ISIC_0029642,test
ISIC_0030141,test
ISIC_0062777,test
ISIC_0033204,test
ISIC_0062481,test
ISIC_0013925_downsampled,test
ISIC_0068954,test
ISIC_0027000,test
ISIC_0028160,test
ISIC_0069537,test
ISIC_0066299,test
ISIC_0066522,test
ISIC_0028100,test
ISIC_0061479,test
ISIC_0060728,test
ISIC_0064112,test
ISIC_0071185,test
ISIC_0032836,test
ISIC_0033945,test
ISIC_0070685,test
ISIC_0033267,test
ISIC_0058997,test
ISIC_0066382,test
ISIC_0061730,test
ISIC_0028758,test
ISIC_0026586,test
ISIC_0072448,test
ISIC_0025542,test
ISIC_0013819_downsampled,test
ISIC_0072076,test
ISIC_0066359,test
ISIC_0025345,test
ISIC_0031081,test
ISIC_0061623,test
ISIC_0000128_downsampled,test
ISIC_0061838,test
ISIC_0067164,test
ISIC_0027121,test
ISIC_0026364,test
ISIC_0071223,test
ISIC_0025044,test
ISIC_0060772,test
ISIC_0059139,test
ISIC_0055816,test
ISIC_0015330_downsampled,test
ISIC_0032235,test
ISIC_0032024,test
ISIC_0027242,test
ISIC_0057384,test
ISIC_0070180,test
ISIC_0012880_downsampled,test
ISIC_0032708,test
ISIC_0028095,test
ISIC_0030185,test
ISIC_0029992,test
ISIC_0064692,test
ISIC_0014661_downsampled,test
ISIC_0056068,test
ISIC_0029454,test
ISIC_0011322,test
ISIC_0024451,test
ISIC_0031750,test
ISIC_0025095,test
ISIC_0064988,test
ISIC_0010344,test
ISIC_0034157,test
ISIC_0054221,test
ISIC_0024513,test
ISIC_0025046,test
ISIC_0064181,test
ISIC_0027169,test
ISIC_0024526,test
ISIC_0026441,test
ISIC_0029203,test
ISIC_0057651,test
ISIC_0053543,test
ISIC_0026282,test
ISIC_0069507,test
ISIC_0014603_downsampled,test
ISIC_0063363,test
ISIC_0029791,test
ISIC_0025011,test
ISIC_0025621,test
ISIC_0024726,test
ISIC_0061207,test
ISIC_0060202,test
ISIC_0027008,test
ISIC_0033802,test
ISIC_0009941,test
ISIC_0029717,test
ISIC_0030162,test
ISIC_0055314,test
ISIC_0065758,test
ISIC_0030462,test
ISIC_0025879,test
ISIC_0060512,test
ISIC_0058716,test
ISIC_0032520,test
ISIC_0061303,test
ISIC_0058160,test
ISIC_0024777,test
ISIC_0025210,test
ISIC_0030311,test
ISIC_0068076,test
ISIC_0033594,test
ISIC_0066696,test
ISIC_0026081,test
ISIC_0028549,test
ISIC_0059228,test
ISIC_0060256,test
ISIC_0000493,test
ISIC_0071320,test
ISIC_0054618,test
ISIC_0032015,test
ISIC_0009911,test
ISIC_0030479,test
ISIC_0015251_downsampled,test
ISIC_0013709_downsampled,test
ISIC_0033280,test
ISIC_0066750,test
ISIC_0032142,test
ISIC_0066973,test
ISIC_0032849,test
ISIC_0065640,test
ISIC_0073175,test
ISIC_0054662,test
ISIC_0065969,test
ISIC_0066380,test
ISIC_0031676,test
ISIC_0061092,test
ISIC_0000064_downsampled,test
ISIC_0015150_downsampled,test
ISIC_0073229,test
ISIC_0061174,test
ISIC_0000492,test
ISIC_0034073,test
ISIC_0057871,test
ISIC_0066920,test
ISIC_0029253,test
ISIC_0025093,test
ISIC_0066506,test
ISIC_0057219,test
ISIC_0024450,test
ISIC_0011115,test
ISIC_0057886,test
ISIC_0069080,test
ISIC_0060510,test
ISIC_0034064,test
ISIC_0010320,test
ISIC_0069317,test
ISIC_0061922,test
ISIC_0061560,test
ISIC_0027926,test
ISIC_0057574,test
ISIC_0065382,test
ISIC_0068481,test
ISIC_0059617,test
ISIC_0061864,test
ISIC_0063829,test
ISIC_0072263,test
ISIC_0061862,test
ISIC_0062271,test
ISIC_0055700,test
ISIC_0058005,test
ISIC_0025432,test
ISIC_0010077,test
ISIC_0031725,test
ISIC_0033591,test
ISIC_0063599,test
ISIC_0061784,test
ISIC_0027176,test
ISIC_0027655,test
ISIC_0056504,test
ISIC_0061125,test
ISIC_0027731,test
ISIC_0031088,test
ISIC_0031444,test
ISIC_0026716,test
ISIC_0031212,test
ISIC_0011373,test
ISIC_0055477,test
ISIC_0028221,test
ISIC_0031719,test
ISIC_0031781,test
ISIC_0055730,test
ISIC_0066210,test
ISIC_0027508,test
ISIC_0062750,test
ISIC_0056850,test
ISIC_0067854,test
ISIC_0062455,test
ISIC_0027839,test
ISIC_0063600,test
ISIC_0059940,test
ISIC_0029529,test
ISIC_0059075,test
ISIC_0033966,test
ISIC_0071619,test
ISIC_0012510_downsampled,test
ISIC_0053678,test
ISIC_0067667,test
